Band,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_AMag_T1,Source_AMag_Err_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_AMag_C2,Source_AMag_Err_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_AMag_C3,Source_AMag_Err_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
bessellb,aligned_supersecret_B_2459697d9089499121_2022d04d28T09d40d01d219_1a0424062_99d936_kb27_sophiarisin1.fit,41,0,59697.90337,2459697.903,NaN,NaN,2459697.908,1.042406,NaN,NaN,99.936,NaN,NaN,4.687202,7,13,20,0.592735,1.549596,0.64533,0.001882,0.006349,0.002644,314.895504,244.076854,244.076854,194581.0092,382.575222,1498.88406,969.916566,1499.38406,1032.583434,12.726203,11.576777,115335.0215,153.93804,287.622835,13.050299,0.003442,400.993967,10394.9834,749.230154,224.548525,725.707903,2.821851,5.671312,5.545286,5.797337,281.11283,0.997697,1184.341019,458.078808,1184.841019,1544.421192,12.731794,11.624913,118262.6371,288.570604,13.24,0.002646,409.822191,12520.68945,768.248297,215.004635,2.877498,5.513748,5.427639,5.599858,300.905773,0.99563,2274.379324,612.196978,2274.879324,1390.303022,12.729892,11.45268,76318.37217,251.178835,13.23,0.003568,303.840776,9677.272461,495.773313,212.655513,2.738797,5.119798,5.08386,5.155736,301.238583,0.999077
bessellb,aligned_supersecret_B_2459697d9103071778_2022d04d28T09d41d57d687_1a0445119_99d942_kb27_sophiarisin1.fit,42,0,59697.90472,2459697.905,NaN,NaN,2459697.91,1.044512,NaN,NaN,99.942,NaN,NaN,4.291057,7,13,20,0.594229,1.526555,0.65507,0.001843,0.006091,0.002614,322.451767,250.63833,250.63833,201281.8349,386.499395,1499.081124,970.047175,1499.581124,1032.452825,12.726203,11.576772,119607.5105,153.93804,291.276908,13.047566,0.003362,410.631627,11635.50488,776.984756,225.458065,725.707903,2.761377,5.635675,5.497382,5.773967,292.257113,0.995269,1184.578497,458.204393,1185.078497,1544.295607,12.731795,11.624903,121615.3157,291.022009,13.24,0.002595,417.890442,13088.2627,790.0277,213.027157,2.742116,5.486856,5.420583,5.553129,306.394356,0.993337,2274.582944,612.335112,2275.082944,1390.164888,12.729892,11.452675,79666.51912,254.338304,13.23,0.003461,313.23052,10544.34277,517.523278,212.687054,2.682475,5.090977,5.024711,5.157242,302.601718,0.996148
bessellb,aligned_supersecret_B_2459697d9116297192_2022d04d28T09d43d52d098_1a0466496_99d943_kb27_sophiarisin1.fit,43,0,59697.90604,2459697.906,NaN,NaN,2459697.911,1.04665,NaN,NaN,99.943,NaN,NaN,4.315714,7,13,20,0.6039,1.521267,0.657347,0.001836,0.005982,0.002585,328.862251,254.316298,254.316298,205425.6649,389.04511,1498.182931,969.611736,1498.682931,1032.888264,12.726202,11.576796,124056.4914,153.93804,295.132503,13.030038,0.003296,420.341678,12923,805.885871,227.060641,725.707903,2.829637,5.70636,5.68899,5.72373,311.524658,0.997469,1183.732093,457.784707,1184.232093,1544.715293,12.731794,11.624916,123948.5056,292.883625,13.24,0.002563,423.200531,10544.0166,805.184382,212.756646,2.905855,5.505591,5.504983,5.506198,314.903524,0.995703,2273.736219,611.895199,2274.236219,1390.604801,12.729891,11.452678,81477.15936,256.076708,13.23,0.003407,318.174816,8420.743164,529.285415,212.969502,2.920593,5.225324,5.206838,5.24381,310.583722,0.997877
bessellb,aligned_supersecret_B_2459697d9129405669_2022d04d28T09d45d45d237_1a048839_99d946_kb27_sophiarisin1.fit,44,0,59697.90735,2459697.907,NaN,NaN,2459697.912,1.048839,NaN,NaN,99.946,NaN,NaN,4.198524,7,13,20,0.59627,1.519627,0.658056,0.001823,0.005975,0.002587,327.065968,254.329001,254.329001,205275.2034,388.917646,1498.392403,969.196776,1498.892403,1033.303224,12.726203,11.576786,122399.4016,153.93804,293.724359,13.043843,0.003315,416.715188,12744.47852,795.121216,226.609237,725.707903,2.776681,5.737632,5.636978,5.838285,296.449437,0.996619,1183.922936,457.343184,1184.422936,1545.156816,12.731794,11.624912,123804.7206,292.907614,13.24,0.002566,422.674983,12881.03809,804.250337,213.685342,2.930343,5.580109,5.556488,5.60373,311.783682,0.99429,2273.912724,611.496144,2274.412724,1391.003856,12.729892,11.452677,81470.48282,255.855556,13.23,0.003404,318.42374,8575.433594,529.242043,211.731061,2.572835,5.25535,5.244447,5.266253,313.08974,0.996122
bessellb,aligned_supersecret_B_2459697d9142399682_2022d04d28T09d47d38d383_1a0511038_99d942_kb27_sophiarisin1.fit,45,0,59697.90866,2459697.909,NaN,NaN,2459697.914,1.051104,NaN,NaN,99.942,NaN,NaN,4.13022,7,13,20,0.594463,1.508106,0.663084,0.001832,0.005963,0.002622,324.570505,252.919409,252.919409,203296.0937,387.809164,1498.986711,969.023948,1499.486711,1033.476052,12.726205,11.576777,120851.9706,153.93804,292.390889,13.047139,0.00334,413.323313,11068.75098,785.068918,226.106267,725.707903,2.805858,5.740148,5.606591,5.873705,294.155037,0.99511,1184.499468,457.169206,1184.999468,1545.330794,12.731796,11.624903,122240.4569,291.734968,13.24,0.002588,419.012015,13273.75391,794.088692,214.352894,2.641877,5.489757,5.300592,5.678923,296.168701,0.987309,2274.467002,611.302325,2274.967002,1391.197675,12.729893,11.452676,81055.63681,255.512536,13.23,0.003417,317.227632,10217.54883,526.547154,211.980255,2.7444,5.231996,5.090933,5.373059,292.265872,0.994286
bessellb,aligned_supersecret_B_2459698d5604155338_2022d04d29T01d18d09d849_1a1781552_100d277_kb95_sophiarisin1.fit,46,0,59698.55486,2459698.555,NaN,NaN,2459698.56,1.178155,NaN,NaN,100.277,NaN,NaN,4.841566,7,13,20,0.563427,1.434365,0.697173,0.008718,0.028594,0.013898,64.630791,50.162797,50.162797,26864.1755,256.884901,1499.415162,969.229072,1499.915162,1033.270928,12.726203,11.576675,15135.99172,153.93804,184.11214,13.105357,0.01667,82.210721,1282.919556,98.32522,211.985949,725.707903,3.586439,5.609525,5.367151,5.851898,76.225533,0.990536,1191.21751,451.998503,1191.71751,1550.501497,12.731795,11.62483,15828.78279,185.018957,13.24,0.012617,85.552221,1433.681519,102.825674,212.040351,3.533899,5.319195,5.168616,5.469774,58.059367,0.983487,2281.524808,621.053306,2282.024808,1381.446694,12.729891,11.452586,11035.39271,178.20729,13.23,0.017393,61.924474,1060.993164,71.687237,209.883875,3.274141,5.542711,5.349758,5.735663,300.304146,0.979923
bessellb,aligned_supersecret_B_2459698d5617368971_2022d04d29T01d20d04d058_1a183045_100d281_kb95_sophiarisin1.fit,47,0,59698.55618,2459698.556,NaN,NaN,2459698.561,1.183045,NaN,NaN,100.281,NaN,NaN,5.368622,7,13,20,0.606946,1.467113,0.681611,0.005545,0.01789,0.008311,109.453028,82.008659,82.008659,47066.07613,274.621274,1499.378626,969.301614,1499.878626,1033.198386,12.726206,11.576667,28566.56176,153.93804,200.83689,13.024575,0.009875,142.237622,1887.439331,185.571817,212.466086,725.707903,3.877627,5.793253,5.438596,6.14791,75.877207,0.980826,1191.223557,452.07654,1191.723557,1550.42346,12.731796,11.624831,27988.68893,199.464538,13.24,0.00771,140.319123,1944.759033,181.817885,209.380351,3.749624,5.721087,5.443249,5.998925,81.87259,0.989812,2281.40212,621.142469,2281.90212,1381.357531,12.729892,11.452597,19077.38721,188.761073,13.23,0.01069,101.066321,1519.051758,123.928999,210.372077,3.63705,5.424227,5.253144,5.595309,60.435216,0.984915
bessellb,aligned_supersecret_B_2459698d5630581649_2022d04d29T01d21d58d297_1a1880734_100d269_kb95_sophiarisin1.fit,48,0,59698.55751,2459698.558,NaN,NaN,2459698.562,1.188073,NaN,NaN,100.269,NaN,NaN,5.464564,7,13,20,0.599571,1.489045,0.671571,0.002806,0.009084,0.004097,213.699265,163.927824,163.927824,110761.783,324.930708,1499.934136,968.776941,1500.434136,1033.723059,12.726205,11.57668,66409.50705,153.93804,242.112199,13.03785,0.005069,274.29228,3750.688477,431.404135,215.419562,725.707903,3.696537,5.786171,5.507374,6.064967,77.072908,0.988586,1191.773488,451.595546,1192.273488,1550.904454,12.731795,11.624835,66262.07031,241.014679,13.24,0.003942,274.929604,4253.008789,430.446369,210.242103,3.686128,5.552905,5.30686,5.79895,77.294669,0.990412,2282.011722,620.635781,2282.511722,1381.864219,12.729891,11.452601,44499.71268,217.926339,13.23,0.005304,204.196119,2746.617676,289.075479,207.61801,3.642404,5.552747,5.384092,5.721402,71.46894,0.994216
bessellb,aligned_supersecret_B_2459698d5643795622_2022d04d29T01d23d52d616_1a1931907_100d28_kb95_sophiarisin1.fit,49,0,59698.55883,2459698.559,NaN,NaN,2459698.564,1.193191,NaN,NaN,100.28,NaN,NaN,5.312595,7,13,20,0.602891,1.525986,0.655314,0.002588,0.008591,0.003689,232.988427,177.618923,177.618923,124268.381,335.014182,1499.073199,969.01267,1499.573199,1033.48733,12.726205,11.576699,74920.24756,153.93804,250.214919,13.031854,0.00465,299.423583,4804.220703,486.690928,214.704238,725.707903,3.664874,5.613521,5.298026,5.929017,77.733554,0.984829,1190.924198,451.831168,1191.424198,1550.668832,12.731795,11.62486,75072.397,249.505869,13.24,0.003603,300.884293,4983.312988,487.679309,209.901042,3.475646,5.380259,5.071759,5.688758,78.550271,0.984604,2281.148185,620.905025,2281.648185,1381.594975,12.729891,11.45261,49195.98399,223.565031,13.23,0.004923,220.052232,3638.270508,319.583022,210.466532,3.332701,5.329717,5.06377,5.595664,77.140009,0.98779
bessellb,aligned_supersecret_B_2459698d5657009291_2022d04d29T01d25d46d727_1a1984254_100d268_kb95_sophiarisin1.fit,50,0,59698.56015,2459698.56,NaN,NaN,2459698.565,1.198425,NaN,NaN,100.268,NaN,NaN,5.379795,7,13,20,0.600439,1.523434,0.656412,0.002174,0.00717,0.00309,276.162847,212.459804,212.459804,158381.4171,358.086713,1499.282202,969.108511,1499.782202,1033.391489,12.726203,11.576705,95098.40544,153.93804,268.983719,13.036278,0.003924,353.547068,6352.021484,617.770666,216.236027,725.707903,3.74294,5.659704,5.344536,5.974872,76.83964,0.984656,1191.136859,451.913336,1191.636859,1550.586664,12.731794,11.62485,95617.17961,268.256078,13.24,0.003042,356.439937,6672.641602,621.140685,209.056165,3.550542,5.39531,5.080396,5.710224,84.158225,0.985886,2281.351734,620.972014,2281.851734,1381.527986,12.729891,11.45261,62764.2375,237.201962,13.23,0.004096,264.602522,4725.878906,407.724026,208.467615,3.533308,5.234849,4.904985,5.564713,79.263894,0.981805
